student_answer,score
mRNA changes in to rRNA and goes out in the rest of the cell,0.0
Some additional information you would need in order to replicate the experiment are the amount of vinegar put in each container. You need to know what the four different samples are and you need to know what unit to use when measuring the mass of the samples.,2.0
Invasive is unfair something like if you want my pencil and i want your pen you'r agree with but after i give  you my pencil you don't give me your pen thirdly certain.,0.0
"Paul felt more of a connection after he had found out about Mr. Leonard's struggles. In paragragh 45, Paul says, ' The emotions in Mr. Leonard's words were all too familiar to me. I knew them well... ' I believe that sentence shows how Paul felt a mutual connection with Mr. Leonard, after he had found out his background information. Not only do the both participate in hurdles, they also have a common challenge that they have learned to overcome.",2.0
"First the author grabs the reader's attention so that they will keep reading. The author then explains what space junk is so that the reader will know what the article is talking about. The next thing that is talked about is examples of how space junk ended up flying through space, like when the astronaut lost his grip on a tool box. The last thing he tells the reader what problems the space junk is causing and how people like NASA are trying to solve the problems.",1.5
Invasive is great word to use for this article. The article is talking about the fact of bringing in new animals will create them to make many babies. Then they will overpopulate.,1.0
"black :: Because the darker the color the sunlight it attracks because, of the solar energy.",1.0
"Three additional pieces of information that I would need to know to replicate this experiment would be what exactly the four samples are of, how much vinegar to pour into each container, and what exactly the purpose or problem statement for this experiment was.  Also, how much distilled water I would need to use.",2.0
it gave him more confidence knowing that Mr. Leonard actually knows what he is doing but he is also consernd why he didnt tell him about it in the first day.,0.0
conversations about how i cant read,0.0
"When Paul finds out that Mr. Leonard was a college freshman who won the 400 meter hurdles at the nationals, he is suprised that Mr. Leonard had made such an achievement in his past. In return to Mr. Leonard helping him, Paul now wants to help Mr. Leonard learn to read since this is the reason he flunked out of college.",2.0
"Pandas in China and koalas in Australia are both specialist, which means they both eat mainly one type of food. Bamboo for pandas and eucalyptus eaves for koalas. Pythons however are generalists, meaning they eat almost anything. The main difference between pandas, pythons, and koalas is that pandas and koalas can not live outside their natural habitat because they would starve, but pythons can live anywhere and still find food.",1.0
"difffusion, osmosis, and protein carriers",0.0
He put new headngs on it.Every time he would stairt a new secshion.,1.0
"The cell takes in oxygen, then it takes in water, it moves across the cell membrane to get protein that it needs to continue the growth process.",0.0
Invasive plays a big part in the articles. I shows that the animals that are dangerous can cause an intrusion.,0.0
"The word ""invasive"" is a word to describe something that is invading. In this article the pythons are an invasive species and are invading the everglades.",0.5
She feels like she is not responsible. Her parents and family are counting too much on her.,0.0
They control the flow of the substances.,0.0
"Pandas in China are similar to Koalas in Australia because they both only eat one thing to survive in there lifestyle. Both pandas and Koalas bears are different from pythons because pythons pretty much eat anything to survive, for example the python that ate a whole alligator or the python that had ate a wood rat and it was found in the belly of a python.",1.0
The author organize the article in sections with headers. The headers tell us what the sections are about.,1.0
"The author organizes the article into four major groups; the introduction, 'What is Space Junk?', 'Crash Course', and 'Little Bits, But a Big Deal'.",2.0
"A hypothesis was needed in this experiment. Also, the group should had told the reader what was happening, why the experiment was taking place. Also they should had repeated the steps at least three times to make sure the results where accurate.",0.0
"First, the mRNA takes the genetic code to the tRNA.  Then the mRNA attaches itself to the tRNA.  Next, the mRNA inscribes the code into the tRNA.  Finally, the mRNA releases itself and goes back to recieve more of the code.",1.0
The cells help movement across the membrane by keeping stuff like bacteria out of the membrane and it always keep the cell in motion and using the membrane.,0.0
"The author breaks down the article into three different sections. This helps you better know about space junk in general, when they collide and what happens, and how harmful the little peices of debri can be.",2.0
after Paul finds out that Mr. Leonard can't read. Paul decides to help Mr.Leonard the same way that Mr. Leonard helped him.,2.0
"Rose can be described by hopeful.  She is hoping or wanting more to come out of the future.  When Rose and Anna are talking at the beginning of the story, Rose talks about how once Paul finishes college, he will get a good job and help support the rest of the family and help pay for both of them to go to college.",2.0
"I think that Rose feels very overwhelmed because she has a job, on top of school, on top of a three thousand word essay, on top of helping her brother get to school, on top of being a good role model for her sister. There are lots of things that Rose has to be doing.",0.0
"black :: the darker the doghouse color, the greater th e increase in air temperature in the doghouse because the color absorbs m ore energy. In the experiment, the color black absorbed the most energy, causing the inside of the jar to be the warmest. The results for black we re 54 (DEG)C, 52 (DEG)C, 54 (DEG)C, and 53(DEG)C. While all the other colors that were lighter, absorbed less energy.",2.0
She works really hard and its for her family. She would do anything for her family and they would do the same for her.She is over working herself though. She needs to get her essay done and work at the restaurant and help cook at her house. But she does it anyway.For her brother.,1.0
blood vescles send blood through the body. The immune system uses white blood cells to block off bacteria.,0.0
They are mRNA DNA RNA ANA,0.0
"One trait that describes Rose, based on her conversation with Aunt Kolab is caring.In paragraph 19, Rose supresses her feelings so that she wouldn't hurt her aunt. This is just one example of how Rose is a kind and caring person.",2.0
he breaks it up to give a better understanding. he gives a good introductions and then gives a topic and under the topic he gives examples and a experience he may of had with lots of details.,1.0
"One trait is Hard Working. I believe she is hard working because most days she goes to school, then she goes to work a four hour shift, then she goes straight home to help make supper, and then she does her homework.",1.0
SHE DOES NOT TELL THE TRUTH TO HER AUNT SO SHE DOES NOT HURT HER.,0.0
Rose is helpful and you can tell this from the conversation she had with Anna. This is shown when Rose tells Anna that 'we have our part to do to help Paul finish college.'  Rose is younger and shouldn't have to take on a responsibility like that but she does to help out her family. She knows she can't have everything but still she is willing to help out her family as much as possible.,2.0
Pandas in China are similar to koalas in Australia because they are bothe animals you could keep as pets. They are very large animals. They are different from pythons because pythons are kept in many parts of the United States and in the world. Pandas and koalas would be close to impossible to keep as a pet because you couldn't just lets it go into the wild it would need the right surrounding.,1.0
"The word ""invasive"" is significant to the article because the author argues that reptile that kill other animals are misunderstood rather than invasive. Invasive means dangerous and the government classifies pythons to be invasive, while the author says they are not.",1.0
The additional infomation you would need to replicate the experiment would include the size of the samples. Also you would need to know the kind of vinegar. In a ddition it is crucial to get the same type and size containers.,3.0
"Pandas in China are similar to koalas in Australia because they are both specialists meaning that they only eat certain kinds of food which also means that they can only live in certain places. Both of these animals are different from a python because pythons are generalists meaning that they eat a wide variety of things, therefore they can survive pretty much anywhere.",2.0
"In order to replicate the experiment you would need to have to add some steps. A few steps that were missing would be the amount of vinegar poured in each cup, how long to rinse the distilled water and also where to let these samples dry off at.",3.0
"The author starts with 'Orbiting Junk' and 'What Is Space Junk' to describe exactly what space junk is and what it is caused by. The author then follows with 'Crash Course' and uses this section to explain what the problems are that space junk can cause. Finally, the author ends with 'Little Bits, But a Big Deal' and describes what can be done to prevent the problems that space junk causes and what space centers are doing to help the cause.",1.5
"Cells use chloroplasts to absorb nutrients and it is used as an organizer for transporting substances through out the cell. Cells also use the mitochondria to move substances. The mitochondria is like the cells organizer, it balances out the substances and sends them where they need to go.",0.0
"Rose tries to hide how she really feels. When she talks to Anna, she tries to sound reassuring even though she is worried. For example, she tries 'a laugh that sounded fake even to her.'",0.0
The effect that the backgroung information had on Paul was life changing. He finally found someone who had his same condition that was actually pretty good at something. Now I see motivation in Paul and he's sees it in himself as well. He realizes that was just a minor setback for a major comeback!,1.0
"Two ways that the student could have improved the experimental design and/or validity of the results, the first would be to figure out what kind of plastic and then write it down on the date table. The second way would be to write down the average of the T1 and T2. A conclusion based on the student's data is which plastic stretched the most.",0.0
"Invasive means to take or import something that usually lives in one place and bring it to another. MacInnes thinks ""invasive species"" is unfair and it's more like ""they're introduced"" to another world.",1.0
"Paul finds out that Mr. Leonard was just like him, Mr. Leonard couldn't read well either.",2.0
"The word invasive is very significant to the article. Invasive is used to deserve how the ""outbreak"" of pythons has interrupted the food chain process. The article show that now since there are alot more pythons, the normal food chain process has been disturbed and now pythons have become native.",1.0
The cell membrane lets stuff in and out.,0.0
The background information helps Paul understand why Mr. Leonard wanted to teach him how to jump hurdles and let him pass in the hallway when going to the learning center. Paul also now understands why Mr. Leonard didn't talk about his past and was so adamant to teaching Paul how to jump hurdles.,1.0
The pandas in china are similar to koalas in Australia.The article in paragraph 19 through of explains how both of these animals eat nothing but the same food over and over.How the pand eats bamboo and the koalas eats eucalyptus.Both these animals eat plants and they are both different from python's because the koalas and panda are not meat eaters.The article says that the python is generalist.,1.0
photosynthesis  to absorb light form the sun. goes through a step and then produces,0.0
A trait I see in Rose is that she tries her best at trying to keep her life togther while keeping a job and doing a three thousand word essay. She is a very busy but dedicated person. She's a person that likes to take control over the situation but in the end she just seems to become stressed out.,0.0
"First, the mRNA move through the cytoplasma to the ribosome. Then the tRNA take over by making another side.Then the tRNA take it to the ribosome to get cut by restiction enzymes. Then those peices get turned into pieces of protien.",1.0
"Rose is very strong-willed because when Anna said to her, 'money isn't everything.' Rose immediately snapped back and disagreed with her.",1.5
mRNA finds tRNA and it decodes the mRNA then tRNA goes to rRNA and makes ribosomes.,1.0
that she sould be grate full for what she has,0.0
"The author organizes thise article in a seqencial way. It starts with history and then works it way forward, also starting small and making it seem bigger.",0.0
He organizes it with the different topics of space. He  did it neatly and some people thinks its easier by organizing it by topics.,1.0
The author organizes it into different subsections based of what the subject of the section is,1.0
He put it in year order. he put a title above each section.,1.0
she loves her family.she always listens the best she can like with her sister and her aunt.,1.0
"Osmosis: Osmosis is  a type passive transport across a barrier, such as a cell membrane.  This type of transport does not require any energy.Phagocytosis: Phagocytosis is a process by which a cell surrounds a material and brings it into the cell.  This process is a type of endocytosis and this process requires energy. Endocytosis: In this process, a cell brings in molecules or substances, which requres energy.  This is a typw of active transport.",2.0
i think paul is a great guy,0.0
"To replicate this experiment and make if beff you will have to have va i in more accurate information, an conclusion and a graph.",0.0
"white ::  If they were to use white the dog house would be cooler for the dog to sleep in or just hang out and cause less "" damages"" or issues to the dog",1.0
The author orgnize the article by putting everything in its own section of the article. for example in the first paragraph the author puts a part about space junk. then in the second paragraph he talks about what space junk is and how it comes to be. At the end of the article he says how space junk is becoming a really big problem for everyone. That is how he organizes the article.,2.0
"A conclusion I can draw for the stretchability for polymer plastics is that for plastic type B the stretchability must be real stretchy because for the T1 it was 22mm and for T2 it was 23mm. But for type C it stretchability went down, T1 14mm and T2 13mm. ^p The students could of improved the design by adding a T3. Also they could of used more than just four different types of plastics.",1.5
It makes Paul feel closer to the coach because they both have the same reading problems. Also they are both good hurdelers.,2.0
The cell uses different types of proteins such as transport protein to decide what comes in or out. They cell can uses moving organelles such as a flagella to move to keep things from entering.  It has a double phosolipid bilayer to keep items from just coming in.,0.0
"A) 1 After looking at the students data their conclusion may be, Plastic type ''B'' stretches as the most because in T1 stretched 22 mm and on T2 it got 23. Comparing with the other plastic type which they lower tan 22 and 23. ^p B) Two ways the students could improved their experimental design are. ^p 1) Do it again. ^p 2) Compare their results with another group.",2.0
white ::  It would not affect the doghouse to much beca use it absorbs less heat then the other colors and that allows the doghou se to not get to hot.,1.0
Paul was suprized. In the story he asked him why he didnt tell him about his track past.,1.0
"One trait that describes Rose based on her conersation with Anna is, that she is sincere and cares about her. I think this because she asks Anna if she is feeling okay, and tells her the truth about why their dad had to go away. And later after Anna left, Rose went in her bedroom to check on her, but Anna had already fell asleep.",2.0
mRNAtRNAgRNA,0.0
China's panda eat nothing but simple bamboo as Australia's koalas bears eats eucalyptus leaves. They both eat a certain thing and stick to it. Unlike the python it will eat anything in it's area an example could be the crocodile. They get along best with humans than pythons.,1.5
"A.Plastic B stretched the most, D the second most, C the second least and A the least.^p B. for one student cased have included more trials only two trials is not that many and could have found and take results. More trials would have increased the validity. For another, the inident have specified the weight of the ""weight""in the procedure leaving that unspecified leaver that variable incontroiled, therefore therefore specifying the weight of the weight would have been highly been held to both the experimental to design and the validity.",3.0
osmosis- movement of water through the cell mambranediffusion- materials entering the cell though the membraneexocytosis- releasing of waste though the membrane,1.0
"In the first step the group needs to be more precise on what they are saying for example, the could say, ""Determine the mass of 4 different rock samples"". I also think they say sample too many times. You get confused about what they are saying. One last piece of additional information the need to put is how much vinegar to pour into the container.",1.0
Endocytosis- Into cell. Exocytosis- Out of cell.Osomosis- Diffusion of water out of the permeable membrane.,1.0
the protein begins to synthesizeit makes new onesit makes some kind of foodi have no clue,0.0
"Additional information I would need in order to replicate this experiment would include knowing the amount of vinegar that needs to be poured into the containers. I would also need to know what type of containers are being used and where to put these containers during the 24 hour waiting period. Finally, I would need to know the control of this experiment in order to replicate it.",3.0
"Koala's and panda's are different because they only eat on type of plant, which makes them specialists. However, a python is a generalist that will eat many things which is why it such a problem in Florida.",1.0
"The significance of the word invasive is that RobRoy MacInnes says that it's unfair term toward the, also he says its passing judgement. Also, the animals arent invasive, they're completely harmless creatures.",0.0
"I want to know how the experiment is related to acid rain, because there is no introduction to describe the purpose. ^p How much vinegar would I pour into the beakers. ^p What materials do I need to conduct the experiment?",2.0
"1. Waste removal: Waste is removed from the cell.2. Reproduction: If the cell gets to many materials, it gets to big to function properly, so it splits into two living organisms.3. Sponge-like surface: Selectively lets things in and out of the cell.",0.0
In these procedure it's not explained what this sample is that there putting in. So if we knew exactly what is was it would help. There should be a control with containers without vinegar to compare to the other samples with vinegar. The last thing to make the procedure right is to know the mass of each sample to know much to use.,1.0
He first tries grabbing your attention and draws you in with a personal anecdote then talks about the orbital pathaways. Then he talks about space and the history of space and material used to examine space.The author goes on talking about other stuff but he makes subtitles throughout the essay to organize his essay.,1.5
"Once mRNA leaves the nucleus, it goes to a mitocondria and by using translation, the information is passes to a tRNA which is then used in making proteins. The codons match up with the anticodons. That then allows the creation of proteins.",1.0
"Pandas in China and koalas in Australia are simmilar because they are herbavors and mostly calm and quiet. This differs from a python because it eats other animals, for example is aligator. And people are more widely scared of a python and not a panda or koala.",0.5
"Pandas in China are similar to koalas in Australia because they are both specialists, meaning they only survive off of  eating one thing, such as bamboo or eucalyptus leaves. However they differ from pythons because pythons are generalists, meaning that with ''the assistance of technology they can live anywhere from Florida to Antarctica to outer spaces.''",2.0
OBMOSTIST DIFIGION,0.0
"The additional information you would need to know from the groups procedure to replicate the experiment is the type of sample, how much vinegar in each container and what s the size of materials that you put in the vinegar.",3.0
"The background information has a huge affect on Paul because Mr. Leonard was trying to help Paul be as good as he was at hurdles.  Mr. Leonard wanted someone that never did anything and was working hard for his grades.When Mr. Leonard found out that Paul was learning how to read, Mr. Leonard took that as an oppurtunity to help Paul achieve in something that he once had.",0.0
Pandas bears in China and koalas bears in Australia are a like because they only eat on thing.Pandas eat bamboo and koalas eat eucalyptus leaves. Also they both only eat plants pythons different because the eat a lot of different things like alligator.,1.5
light gray :: It makes the doghouse a little cool but not t oo hot because on hot days it should be cool for the dog to go in there a nd rest. On colder days the dog should be able to go in there and still b e a little warm.,1.0
"meioses, cell division, geting rid of waste.",0.0
"light gray :: light gray cause this will give the dog house some darkness but also bright, so the dog will be able to stay cool and can sleep.",1.0
"How to extract the materials from the vinegar. what conditions would the materials be drying. (ex sunny warm place or dark cold place. what conditions would the material be soaking in (Temp, light ext-- )",1.5
"Pandas in China and koalas in Australia are similar because they both are specialists. Pandas eat nothing but bamboo and they really couldn't live anywhere else, same with koalas; it eats only eucalyptus leaves. Specialists like the panda and koala cant servive everywhere. However pythons are generalists, ""with the assistance of technology they can live anywhere around the world"" - they are very differant from specialists.",1.0
"The author organizes the article with specific titles for each section.  For instance, one of the titles is called, 'Crash Course.'  This section of the article explains how satelites and other debris floating in space can potentially collide and screw up satelites with will affect global communication.",2.0
"Pandas in China are similar to Koalas, they are both in the family tree. Pandas and Koala are much different from Pythons because Panda and Koala are mammals and pythons are reptiles with cold blood.",0.0
Rose is a leader. She reveals her dream to Aunt Kolab to find out what her dream could have possibly meant. She feels like she has a ton of weight on her shoulders. She also has to take care of her little sister in the meantime.,0.0
light gray :: Light gray might affect the the doghouse by k eeping the inside colder for the dog.,0.5
The background information that Paul learns about Mr. Leonard makes Mr. Leonard feel sad and kind of embarrassed. For example 'The emotions in Mr. Leonard's words were all too familiar to me. I knew them well-feelings of embarassment when I was called upon to read aloud or when I didn't know an answer everyone else knew',0.0
"The word invasive is important because when your trying to prove a point, you want the reader to know something.",0.0
"The four major steps of protein synthesis are cell respiration, meiosis, miosis, and cell division.",0.0
"Roes thinks that she's the only one trying to do good for the family, when she speaks with Anna, She has a tone about her that explains how she thinks she knows everything. But she also felt to young for all the responsibility that paul put on her, that's why she couldn't tell her aunt about her dream.",0.0
"The term invasive is used to express invation. When something is ""taking over"". The story states that reptiles are invasive because they're everywhere now days. The reptiles have been reproducing and doveloping much too quick for our generations. That's why the term invasive is used in this case.",1.0
One thing they should include is how much vinegars they need in each cup so you can measure be the same in all the containers.,1.0
"During mRNA, it leaves the nucleus and goes into the blood stream. Once it is in the blood stream, it goes through and goes to the mitochondria where the sister cells replicate. After they replicate one set of the genetic information goes back into the blood stream. Then it goes to the brain. This action is completed in just seconds.",0.0
"In order to replicate the experiment, I would need to know the amount of vinegar put in to each identical container. The four different samples, mass of them, and where they were put is stated. But not how much vinegar was put into the containers.",2.0
"Invasive means dangerous, the article was talking about pythons and how the were seen in places so I guessing invasive means dangerous the author is talking about a dangerous species.",0.0
"dark gray :: This color will allow the doghouse to be reli tively warm in the winter yet cool enough in the summer to keep the dog c omfterble. The average temperature of the Dark Gray lid was 48(DEG)C, 5(DEG) C cooler than the average temperature for the hottest lid, which was the Black lid, and therefore shows that the doghouse will be able to sustain a comt erble temperature.",2.0
Pandas in China and koalas in Australia are similar because they both eat they're same food everyday they don't change their diet.,0.0
"mRNA is the meesanger RNA. It carries the information out of the cell to the ribosome. Which then takes that information to the protien. Then once it gets to the protien, the protiens starts to go through protien synthesis.",1.0
Rose is a lonely person.,0.0
"Based on her conversation with Anna, Rose can be described as caring because she puts her sister's needs before her own. Although she needs to write a three thousand word essay, she is more concerned that her sister had a bad dream and is missing their father.",2.0
Paul does research and realizes that Mr. Leonard was a college hurdler who broke records in only his freshman year. When he questions Mr. Leonard what happened to him Leonard tells him that he flunked out because he could not read. 'I lost my scholarship and flunked out. No other school wanted a runner who couldn't read'. This touches Paul because he cannot read either. It makes him feel much more comfortable around Leonard now that he knows they both have experienced similar 'hurdles' in life.,2.0
selective promobility is one way that the cells control the substances,0.0
China's panda eat almost nothing but bamboo and Australia's koala beer eats eucalyptus leave eucalyptus: alrre of genes.,1.0
"The story talk about how it is space junk and he/she gices you a lot of information, like dates, on what and when things has happened in space and spacecraft.",1.0
"The author organizes the article first by telling us what is a space junk and what they are , satellites in the atmosphere orbiting with out control. Then Crash Course which is about dead satellites craching. Then Little Bits, But a Big Deal, this little topic is about people that are concern of the little bits of space debris that can present a very serious problem.",2.0
It tells him a little about Mr. Leanard.  He finds out that Mr. Leanard was a great athlete but had a lot of trouble in school.,0.0
black :: black because dark colors absorb more energy,1.0
"the author organizes the article as a cause and effect article.  The author first talks about satellites being launched into orbit, 'Over the past 52 years, a variety of spacecraft, including space capsules, telescopes, and satellites, have been sent beyond Earth's atmosphere.'  Then describes how these satellites can malfunction or become damaged. Then the author descirbes how these malfunctioned and damaged satellites can collide and produce space junk. 'Now, instead of two disabled satellites, there are hundreds of microsatellites flying through space.'",2.0
The author organizes this article by having sub-articles in the article and having good information in each section.,1.0
"Invasive means when you talk about the earth and the environments. When you permit to buy something you suppose to debate about that. When you permit to buy animals or lizards. If the person gives you a price, then you don't want it for the price that's invasive species.",0.0
"Koala bears and panda bears are similar because they are "" Specialists"" are animals that have hard time adapting to new climates and food sources. The article also states that both animals eat exclusively one food. Both animals are different than pythons because pythons are generalists not specialists. They can adapt to new habitats and food sources unlike the koala bear as panda bear.",1.0
cells use diffusion to move liquids from one area to another. cells use a selective permeable membrane to allow certain materials to leave and enter the cell.,1.0
In order to replicate this experiment I would need to know how much vinegar to pour into each container. The group now specified how much vinegar was used in their experiment.,1.0
light gray ::  i have know idea,0.0
light gray ::  The color will make sure the inside doesn't g et too hot or too cold.,1.0
"black ::  How the color might affect the doghouse is by the temperature of the inside of the doghouse. With the proven fact by the experim ent that darker colors absorb more heat, painting the doghouse the color black will increase the temperature of inside the doghouse. In the experi ment, Brandi and Jerry got the results that the color black (out of all the colors) had the hottest temperature of the inside of the glass jar.",1.5
"white :: The color might affect the doghouse by keepin g it cool. In the experiment, white had the average of 42(DEG)C, as for black had an average of 53(DEG)C. Therefore, 42(white) is less than 53(b lack), so Brandi and Jerry should paint the doghouse white.",2.0
black ::  black would be a good color because dark colo rs absorb more energy and it would be more confortable.,0.0
"mRNA leaves the nucleus     attaches to DNA      RNA segments in the cytoplasm      they attach to the mRNA using covalent bonding     hydrogen bonds break, split and repeat",0.0
Paul begins to feel empathetic for Mr. Leonard because he knows what it's like to fell embarrassed when he was called upon to read and couldn't or didn't know quite as much as the other kids. I think he also realizes that there are others that have reading problems and can set those aside and work hard to achieve set goals.,1.0
"Invasive is a word used to describe these reptiles. In the article people appear to not like the word. One man said that ""invasive"" is passing judgement.",0.0
"Rose is hardworking, 'We have our part to do to help Paul finish college.'",2.0
"''Invasive'' is a significant word. In the article they use the word ''invasive'' as passing judgement. For example in paragraph 7, it says ''they're introduced. I think that invasive is passing judgement.'' And ''invasive'' is significant throughout the article because it talks about the python and almost how destructive it can be, but also it can be a good household pet.",0.5
"Rose, to me, seems like a very understanding person. She listens to her sister when she is resentfull about there father and mother, and tries to explain it so that she can better understand the situation herself. Rose also shows that she is understanding when her aunt comes to her with more ideas on ways to help out there older brother Paul.",1.0
"The significance of the word invasive means more dangerous. In the article I quote ""Even the term invasive species is unfair, he said"". ""They're introduced. I think that invasive is passing judgement"". I believe yes pythons are dangerous but maybe he is right it is passing judgement before you see if they are invasive species.",0.5
"The author organizes this article in an easy to understand and well planned way. The author has chosen to set it up by and seperate the paragraphs by sections, not just spacing and indenting. The author started with background information, then transitioned into information about how free floating satellites, and then concluded with statistics and information from NASA and other space agencies about how space exploration should be done in a more organized and clean way.",2.0
"The background information that Paul got on Mr. Leonard made Paul want to try harder to read. Paul knew that he was good at track but not good at school. When he found out that Mr. Leonard was the same way but then got kicked out of track for not being able to read, it made Paul only want to try harder.",1.5
"To make the procedure correct, the group would have need to tell me how much of a sample i can use or should use. Also how much vinegar i should use and the size of the containers, without that information i could not replicate this experiment.",2.0
the background information about Mr. Leonard helped Paul relat to him more making Paul want to help Mr. Leonard by 'its time to start your training' Paul means he is going to help Mr Leonard learn to read.,2.0
1.resperation is one way it takes substances across the cell2. food gathering also is another way when it gathers the food3. cell selection is another way they select what they want,0.0
black :: The black will absorb more enery,1.0
He found out that he could not read and whated to help him and also get him interestied in track.,0.0
"tranlsation, transcription, transformation",0.0
"development, compounding, formation, distribution",0.0
One process is fussion to get through the cell mebrane. another is,0.0
It moves by the force of the enxymes across the cell membrane.,0.0
The oxygen moves through the cell to the nucleus. The oxygen is then mixed with ATP and sent to the ER. Then the ATP is turned into ADP to then make more ATP. Protein is then made and reproduced.,0.0
"Lipids,Protines, and Carbohydrates",0.0
Money isx Tha Motive !,0.0
"translation, deletion, translocation, transformation",0.0
"The panda is similar to koala because they both eat things exclusively. Pandas only eat bamboo and koalas only eat eucalyptus. This is different from pythons in that they can survive almost anywhere. You take a panda away from the bamboo in China it won't live. Same goes for the koalas in Australia, but you could bring a python anywhere and it could still survive.",1.0
"To replicate this experiment you would need the following information. You would need the amount of vinegar, the students used, you would need the type of samples they used and would also need the type of containers that were used. Also you would need the starting masses of each of the samples that the students used.",3.0
"A triat of Rose's is that she is a queit person.  In both conversations Rose didn't say much.  In the conversation with her Aunt Kolab, Rose kept nodding, rather than speaking.  This trait has a likely cause and can be related to the situation, showing that the trait can be proven to be true; Rose is has a very stressful and abnormal life at home with her family.",0.0
It can be concluded that plastic A is the strongest and most durable plastic it stretched significantly less then most other plastics with an average of 11mm plastic C would be the second best because it stretched an average of 13.5mm.Followed by plastic D with 20mm stretched and lastly plastic B with 2205mm stretched .The student could improve this experiment by adding a control and could be more valid by making sure each plastic was the same length.,2.0
I think that Mr. Leonard did a good thing by helping a young boy out to help him do something that nobody probaly has never done with him and that is to teach him how to run track.,0.0
"The background information helps Paul realize why Mr.Leonard is so interested in hurdling, but then leads him to wonder why it is that Mr. Leonard is trying to help HIM learn to jump hurdles rather that anyone else.",0.0
"Well invasive isn't the best word to use on an animal you can have in your house, people go for words like ""domesticated"" but in the article the author says ""the term ""invasive species is unfair."" This shows that when people use the word invasive they're looking on these animals.",0.0
"Some people think these animals are invasive because they are dangerous, and that they should be left in their habitats. But others, like RobRoy Mac Innes, see these animals as harmless and good for pets.",1.0
Invasive species are species that are introduced to a new habitat and consequently have no natural predators. Invasive species are significant to the rest of the article because the article is condemning the idea of importing reptiles into Florida because they become invasive species.,1.0
"After Paul finds out the background information about Mr. Leonard, he realizes that he is in the same position as Mr. Leonard.  The teacher could not read when he was in high school either and did not get the best grades and he could not read.  Paul realizes that if he keeps working in the learning center and gets better at reading, and when he gets really good at track he could be in the same place Mr. Leonard was but farther.  Paul realizes that him and his coach could become very close because he is in the same position as Mr. Leonard was when he was his age and the coach wants to help him achieve and go very far.",2.0
"Paul is suprised that Mr. Leonard didn't tell him about being so good at track, that is after all something a person should be proud of. Paul says 'Why didn't you tell me about this?'",2.0
Prophase is where the parts of the cell move. Anaphase is where they break out of the nucleus. Metaphase is where the parts of the cell line up in the middle. Telaphase is where the cell divides.,0.0
The cell preforms tRNA and mRNA across the cell membrance.,0.0
"Pandas and koalas are different from pythons because they are specialists. Pandas almost exclusively eat bamboo, while koalas almost exclusively eats eucalyptus leaves. This means that these animals are really only able to live in certain areas, while the generalist python can feed on countless foods and can deal with a fairly large range of temperatures.",1.5
"Invasiveis significant to the rest of this article because it is how more specialist and uncommon animals are classified people say that ""invasive species are major threats to biodiversity"" (Achenbach). This article describes how these invasive animals are making an impact on how life on earth has never moved this fast.",1.0
kingdom,0.0
First mRNA leaves the nucleus with a strand of DNA which contains the instructions to making an amino acid. It takes the DNA strand to the tRNA in the ribosomes. There the tRNA uses the codons to make the sequence of amino acids. The amino acids are then transferred by the tRNA to the rRNA where they become a protein.,1.5
black :: black would be good for a doghouse roof becau se in brandi and jerrys trials black heats up the warmest with black at a n average of 53(DEG) and the onther three colors only in the fortie(DEG) range. so therefore if you have a darker roof the doghousewill be warmer for t he dog.,2.0
OSMOSIS,0.0
Paul is shocked that Mr. Leonard never told him and he wants to know why. Then he realizes Mr. Leonard was trying to help him achieve something and he was very grateful and felt that he should do the same for him.,2.0
The mRNA goes to the ribosomes for the instructions on making protein.  It then goes to the mitochondria to get energy. They it goes back to the nucleus to produce the protein.,1.0
Paul finds out that Mr. Leonard was a college hurdler and this makes him wonder what happend. He later finds out that Mr. Leonard is just like him. He has trouble with reading and so he was flunked out of college.,1.0
He felt connected to him because he knew how it felt to be embarrased about not being able to read well. He wants to repay him for all the help Mr. Leonard gave him.,2.0
First you would need to know what the samples are that they are talking about. Next you would need to know how much Vinegar you need to put in each container. you could also need to how long you should rinse each sample.,3.0
light gray :: if the color are ligth gray than the dog hous e the doghouse will be cooler becuz of tha gray and it also be warm cuz i t light...,0.0
"Before the students put the objects in the solution, they should have weighed each sample. The students also should have had a control for their experiment to truly tell if their data was correct. To make their experiment better, they should repeat the experiment more than once to see if their data matches.",0.0
"In conclusion, based on these lab results plastic type B was stretched the farthest where Plastic A was stretched the least. One thing the student should do to improve their experimental design was list what kind of plastics they were instead of just naming them plastic A, plastic B etc. Also to improve their validity of the experiment they should have done twice trial to make sure that the first type trials were right.",2.0
Plastic type B stretched the most. One way the students could of improved the experimental design and validity is that they should of told how long it was before they tried and stretch it. A second way they could improve it is tell you what type of plastic they used.,1.5
1.)  It use's the energy from the membrane                                 2.) It use's the light from the membrane3.) It use's the food from the membrane to makeit there and sometimes back to the spot it came from. It only makes the trip maybe three times.,0.0
"Panda's and koalas are both specialist species, meaning they don't change, but are stable. Pythons are generalists species meaning they are able to change and adapt easily. This is how pandas/koalas, a pythons are different.",0.0
One process is habitat location.Second process is homeostasis.Third process is geographical isolation.,0.0
